location_id,address,province_name,town_name,location_type,record_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id,date,description,pollutant_ppm,biological,results,type_of_water_source,number_of_people_served,hour_of_day,day_of_week,percent_male,percent_female,percent_child
AkHa00107,127 Addis Ababa Road,Akatsi,Harare,Urban,53765,AkHa00107224,2023/03/31 14:20,1,0,7,,,,,,tap_in_home_broken,370,14,Friday,3.36,89.92,6.72
AkHa00108,129 Addis Ababa Road,Akatsi,Harare,Urban,7132,AkHa00108224,2021/04/22 11:55,1,0,12,2021/04/25 11:55,Clean,0.0618536,6.00501e-05,Clean,well,272,11,Thursday,2.59,90.16,7.25
AkHa00109,18 Addis Ababa Road,Akatsi,Harare,Urban,14927,AkHa00109224,2021/08/16 09:53,1,0,12,,,,,,tap_in_home,444,9,Monday,12.38,76.19,11.43
AkHa00110,58 Addis Ababa Road,Akatsi,Harare,Urban,25024,AkHa00110224,2022/01/17 11:57,1,0,40,2022/01/20 11:57,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,392,11,Monday,4.46,82.59,12.95
AkHa00111,69 Addis Ababa Road,Akatsi,Harare,Urban,9805,AkHa00111224,2021/06/01 13:14,1,0,22,,,,,,tap_in_home,638,13,Tuesday,2.01,89.96,8.03
AkHa00112,73 Addis Ababa Road,Akatsi,Harare,Urban,42187,AkHa00112224,2022/10/03 09:13,1,0,5,,,,,,tap_in_home,454,9,Monday,2.01,90.36,7.63
AkHa00113,90 Addis Ababa Road,Akatsi,Harare,Urban,4867,AkHa00113224,2021/03/17 16:57,1,0,14,2021/03/20 16:57,Clean,0.077376,2.48772e-05,Clean,well,208,16,Wednesday,7.30,75.84,16.85
AkHa00114,94 Addis Ababa Road,Akatsi,Harare,Urban,50676,AkHa00114224,2023/02/13 14:04,1,0,48,,,,,,tap_in_home,502,14,Monday,1.93,92.66,5.41
AkHa00115,101 Addis Ababa Road,Akatsi,Harare,Urban,15174,AkHa00115224,2021/08/19 12:01,1,0,42,,,,,,tap_in_home,554,12,Thursday,2.26,88.30,9.43
AkHa00116,42 Addis Ababa Road,Akatsi,Harare,Urban,25463,AkHa00116224,2022/01/24 10:33,1,0,42,,,,,,tap_in_home_broken,378,10,Monday,8.75,81.88,9.38
AkHa00117,7 Addis Ababa Road,Akatsi,Harare,Urban,20057,AkHa00117224,2021/11/02 13:43,1,0,3,2021/11/05 13:43,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological,well,228,13,Tuesday,7.29,84.38,8.33
AkHa00118,99 Addis Ababa Road,Akatsi,Harare,Urban,45866,AkHa00118224,2022/11/28 16:03,1,0,48,2022/12/01 16:03,Clean,0.0962357,3.90401e-05,Clean,well,344,16,Monday,6.08,58.01,35.91
AkHa00119,123 Addis Ababa Road,Akatsi,Harare,Urban,41829,AkHa00119224,2022/09/27 10:39,1,0,16,2022/09/30 10:39,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,390,10,Tuesday,7.49,87.17,5.35
AkHa00120,3 Addis Ababa Road,Akatsi,Harare,Urban,15543,AkHa00120224,2021/08/25 11:25,1,0,5,,,,,,tap_in_home_broken,668,11,Wednesday,2.35,84.04,13.62
AkHa00121,62 Addis Ababa Road,Akatsi,Harare,Urban,36282,AkHa00121224,2022/07/05 13:24,1,0,1,2022/07/08 13:24,Bacteria: Salmonella,0,267.371,Contaminated: Biological,well,190,13,Tuesday,3.78,83.78,12.43
AkHa00122,111 Addis Ababa Road,Akatsi,Harare,Urban,43329,AkHa00122224,2022/10/20 12:53,1,0,32,,,,,,tap_in_home,920,12,Thursday,5.58,86.80,7.61
AkHa00123,143 Addis Ababa Road,Akatsi,Harare,Urban,15411,AkHa00123224,2021/08/23 14:03,1,0,24,2021/08/26 14:03,Bacteria: E. coli,0,5.2001,Contaminated: Biological,well,396,14,Monday,4.38,79.56,16.06
AkHa00124,40 Addis Ababa Road,Akatsi,Harare,Urban,1955,AkHa00124224,2021/02/01 16:09,1,0,48,2021/02/04 16:09,"Inorganic contaminants: Barium, Selenium, Barium, Mercury",2.23809,0,Contaminated: Chemical,well,240,16,Monday,7.61,71.07,21.32
AkHa00125,84 Addis Ababa Road,Akatsi,Harare,Urban,55905,AkHa00125224,2023/05/04 12:08,1,0,30,2023/05/07 12:08,Clean,0.0514359,3.96324e-05,Clean,well,242,12,Thursday,3.61,82.99,13.40
AkHa00126,14 Addis Ababa Road,Akatsi,Harare,Urban,52538,AkHa00126224,2023/03/15 12:46,1,0,36,2023/03/18 12:46,Clean,0.0265878,8.28109e-06,Clean,well,314,12,Wednesday,3.91,86.96,9.13
AkHa00127,117 Addis Ababa Road,Akatsi,Harare,Urban,51238,AkHa00127224,2023/02/22 13:33,1,0,8,,,,,,tap_in_home,366,13,Wednesday,4.29,85.84,9.87
AkHa00128,146 Addis Ababa Road,Akatsi,Harare,Urban,42002,AkHa00128224,2022/09/29 13:51,1,0,32,2022/10/02 13:51,Clean,0.0153898,5.09702e-05,Clean,well,356,13,Thursday,6.54,75.70,17.76
AkHa00129,61 Addis Ababa Road,Akatsi,Harare,Urban,49471,AkHa00129224,2023/01/23 16:56,1,0,24,2023/01/26 16:56,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological,well,346,16,Monday,5.56,53.47,40.97
AkHa00130,133 Addis Ababa Road,Akatsi,Harare,Urban,7367,AkHa00130224,2021/04/26 14:13,1,0,18,2021/04/29 14:13,Clean,0.0477705,7.53314e-05,Clean,well,318,14,Monday,6.44,83.66,9.90
AkHa00131,80 Addis Ababa Road,Akatsi,Harare,Urban,34153,AkHa00131224,2022/06/06 10:07,1,0,8,,,,,,tap_in_home_broken,930,10,Monday,2.80,84.58,12.62
AkHa00132,27 Addis Ababa Road,Akatsi,Harare,Urban,4934,AkHa00132224,2021/03/18 15:11,1,0,3,2021/03/21 15:11,Bacteria: E. coli,0,0.336068,Contaminated: Biological,well,286,15,Thursday,2.94,90.59,6.47
AkHa00133,136 Addis Ababa Road,Akatsi,Harare,Urban,29084,AkHa00133224,2022/03/21 10:03,1,0,48,2022/03/24 10:03,"Inorganic contaminants: Silver, Lead, Cadmium, Zinc",7.21888,0,Contaminated: Chemical,well,388,10,Monday,3.70,82.10,14.20
AkHa00134,97 Addis Ababa Road,Akatsi,Harare,Urban,21442,AkHa00134224,2021/11/23 09:39,1,0,10,2021/11/26 09:39,Bacteria: E. coli,0,49.0108,Contaminated: Biological,well,316,9,Tuesday,6.25,82.29,11.46
AkHa00135,109 Addis Ababa Road,Akatsi,Harare,Urban,24907,AkHa00135224,2022/01/14 12:05,1,0,18,2022/01/17 12:05,Bacteria: E. coli,0,2.49692,Contaminated: Biological,well,268,12,Friday,7.34,85.88,6.78
AkHa00136,33 Addis Ababa Road,Akatsi,Harare,Urban,49785,AkHa00136224,2023/01/27 15:44,1,0,34,2023/01/30 15:44,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,380,15,Friday,2.87,86.12,11.00
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42101,AkHa00137224,2022/09/30 15:17,1,240,3,,,,,,shared_tap,3198,15,Friday,5.10,87.76,7.14
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42144,AkHa00137224,2022/10/01 16:20,2,190,3,,,,,,shared_tap,3198,16,Saturday,23.33,46.67,30.00
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42156,AkHa00137224,2022/10/02 11:19,3,115,3,,,,,,shared_tap,3198,11,Sunday,21.74,57.25,21.01
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42260,AkHa00137224,2022/10/03 16:16,4,361,3,,,,,,shared_tap,3198,16,Monday,5.03,63.52,31.45
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42299,AkHa00137224,2022/10/04 10:46,5,208,3,,,,,,shared_tap,3198,10,Tuesday,4.66,89.64,5.70
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42378,AkHa00137224,2022/10/05 12:16,6,246,3,,,,,,shared_tap,3198,12,Wednesday,3.98,87.06,8.96
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42464,AkHa00137224,2022/10/06 11:11,7,208,3,,,,,,shared_tap,3198,11,Thursday,4.46,75.00,20.54
AkHa00137,44 Addis Ababa Road,Akatsi,Harare,Urban,42594,AkHa00137224,2022/10/07 18:47,8,154,3,,,,,,shared_tap,3198,18,Friday,11.01,62.39,26.61
AkHa00138,39 Addis Ababa Road,Akatsi,Harare,Urban,4404,AkHa00138224,2021/03/10 13:23,1,0,36,,,,,,tap_in_home_broken,418,13,Wednesday,2.26,90.19,7.55
AkHa00139,24 Addis Ababa Road,Akatsi,Harare,Urban,38111,AkHa00139224,2022/08/01 15:09,1,0,36,2022/08/04 15:09,Clean,0.0253155,6.37739e-05,Clean,well,394,15,Monday,4.31,89.47,6.22
AkHa00140,15 Addis Ababa Road,Akatsi,Harare,Urban,53638,AkHa00140224,2023/03/30 10:59,1,0,38,,,,,,tap_in_home,570,10,Thursday,6.34,87.80,5.85
AkHa00141,105 Addis Ababa Road,Akatsi,Harare,Urban,39115,AkHa00141224,2022/08/16 15:45,1,0,34,2022/08/19 15:45,Clean,0.0481477,9.04105e-05,Clean,well,228,15,Tuesday,5.60,72.80,21.60
AkHa00142,92 Addis Ababa Road,Akatsi,Harare,Urban,9863,AkHa00142224,2021/06/02 09:46,1,0,30,,,,,,tap_in_home_broken,422,9,Wednesday,9.68,80.65,9.68
AkHa00143,78 Addis Ababa Road,Akatsi,Harare,Urban,11902,AkHa00143224,2021/06/30 15:28,1,0,30,2021/07/03 15:28,Clean,0.0523872,1.72284e-05,Clean,well,244,15,Wednesday,4.72,89.70,5.58
AkHa00144,36 Addis Ababa Road,Akatsi,Harare,Urban,59058,AkHa00144224,2023/06/23 11:49,1,0,24,,,,,,tap_in_home,404,11,Friday,6.76,88.29,4.95
AkHa00145,8 Addis Ababa Road,Akatsi,Harare,Urban,23907,AkHa00145224,2021/12/30 15:42,1,0,8,,,,,,tap_in_home_broken,684,15,Thursday,3.25,80.52,16.23
AkHa00146,128 Addis Ababa Road,Akatsi,Harare,Urban,6698,AkHa00146224,2021/04/15 13:50,1,0,34,,,,,,tap_in_home,636,13,Thursday,5.74,81.97,12.30
AkHa00147,66 Addis Ababa Road,Akatsi,Harare,Urban,35535,AkHa00147224,2022/06/23 16:28,1,0,4,,,,,,tap_in_home,544,16,Thursday,2.73,69.92,27.34
AkHa00148,89 Addis Ababa Road,Akatsi,Harare,Urban,43841,AkHa00148224,2022/10/28 15:18,1,0,8,2022/10/31 15:18,Clean,0.0383575,9.67075e-05,Clean,well,206,15,Friday,8.90,72.60,18.49
AkHa00149,71 Addis Ababa Road,Akatsi,Harare,Urban,41743,AkHa00149224,2022/09/26 09:00,1,0,40,2022/09/29 09:00,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,324,9,Monday,3.01,82.53,14.46
AkHa00150,15 Abyei Avenue,Akatsi,Harare,Urban,14839,AkHa00150224,2021/08/13 16:20,1,0,38,2021/08/16 16:20,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological,well,338,16,Friday,4.26,62.23,33.51
AkHa00151,63 Abyei Avenue,Akatsi,Harare,Urban,30284,AkHa00151224,2022/04/07 09:12,1,0,30,2022/04/10 09:12,Clean,0.0788554,5.15884e-05,Clean,well,258,9,Thursday,3.88,87.86,8.25
AkHa00152,58 Abyei Avenue,Akatsi,Harare,Urban,42268,AkHa00152224,2022/10/03 16:48,1,0,0,2022/10/06 16:48,Inorganic contaminants: Cadmium,1.96941,0,Contaminated: Chemical,well,336,16,Monday,3.11,74.32,22.57
AkHa00153,32 Abyei Avenue,Akatsi,Harare,Urban,20913,AkHa00153224,2021/11/15 15:15,1,0,40,2021/11/18 15:15,Clean,0.0141907,7.39989e-05,Clean,well,374,15,Monday,7.89,81.58,10.53
AkHa00154,7 Abyei Avenue,Akatsi,Harare,Urban,14089,AkHa00154224,2021/08/03 12:56,1,0,48,2021/08/06 12:56,Clean,0.0652654,1.73456e-05,Clean,well,188,12,Tuesday,3.42,85.62,10.96
AkHa00155,51 Abyei Avenue,Akatsi,Harare,Urban,1516,AkHa00155224,2021/01/26 11:02,1,0,0,2021/01/29 11:02,"Inorganic contaminants: Barium, Mercury",3.36041,0,Contaminated: Chemical,well,388,11,Tuesday,6.30,88.24,5.46
AkHa00156,45 Abyei Avenue,Akatsi,Harare,Urban,43944,AkHa00156224,2022/10/31 13:07,1,0,1,2022/11/03 13:07,Inorganic contaminants: Barium,7.28751,0,Contaminated: Chemical,well,248,13,Monday,3.20,85.39,11.42
AkHa00157,3 Abyei Avenue,Akatsi,Harare,Urban,56289,AkHa00157224,2023/05/09 16:48,1,0,5,2023/05/12 16:48,"Inorganic contaminants: Mercury, Selenium",8.37502,0,Contaminated: Chemical,well,228,16,Tuesday,3.59,69.74,26.67
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22604,AkHa00158224,2021/12/10 13:30,1,172,36,,,,,,shared_tap,2056,13,Friday,4.03,86.29,9.68
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22635,AkHa00158224,2021/12/11 06:27,2,192,36,,,,,,shared_tap,2056,6,Saturday,21.69,71.08,7.23
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22657,AkHa00158224,2021/12/12 06:40,3,110,36,,,,,,shared_tap,2056,6,Sunday,16.43,72.46,11.11
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22700,AkHa00158224,2021/12/13 11:02,4,209,36,,,,,,shared_tap,2056,11,Monday,5.95,77.38,16.67
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22796,AkHa00158224,2021/12/14 14:20,5,87,36,,,,,,shared_tap,2056,14,Tuesday,6.44,78.71,14.85
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22890,AkHa00158224,2021/12/15 15:59,6,80,36,,,,,,shared_tap,2056,15,Wednesday,7.53,82.26,10.22
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,22943,AkHa00158224,2021/12/16 12:30,7,155,36,,,,,,shared_tap,2056,12,Thursday,5.61,81.12,13.27
AkHa00158,24 Abyei Avenue,Akatsi,Harare,Urban,23039,AkHa00158224,2021/12/17 12:47,8,120,36,,,,,,shared_tap,2056,12,Friday,6.78,75.42,17.80
AkHa00159,59 Abyei Avenue,Akatsi,Harare,Urban,21460,AkHa00159224,2021/11/23 12:11,1,0,30,,,,,,tap_in_home_broken,890,12,Tuesday,7.24,78.29,14.47
AkHa00160,40 Abyei Avenue,Akatsi,Harare,Urban,31667,AkHa00160224,2022/04/28 12:42,1,0,44,2022/05/01 12:42,Clean,0.0976358,1.15769e-05,Clean,well,344,12,Thursday,8.62,78.45,12.93
AkHa00161,10 Abyei Avenue,Akatsi,Harare,Urban,23304,AkHa00161224,2021/12/22 10:07,1,0,34,,,,,,tap_in_home,726,10,Wednesday,4.94,88.89,6.17
AkHa00162,26 Abyei Avenue,Akatsi,Harare,Urban,11194,AkHa00162224,2021/06/21 09:01,1,0,5,,,,,,tap_in_home,792,9,Monday,4.55,89.39,6.06
AkHa00163,28 Abyei Avenue,Akatsi,Harare,Urban,51278,AkHa00163224,2023/02/23 09:54,1,0,6,2023/02/26 09:54,Clean,0.0490286,8.90864e-05,Clean,well,388,9,Thursday,5.54,84.13,10.33
AkHa00164,2 Abyei Avenue,Akatsi,Harare,Urban,35943,AkHa00164224,2022/06/30 12:25,1,0,7,,,,,,tap_in_home_broken,732,12,Thursday,4.82,86.84,8.33
AkHa00165,66 Abyei Avenue,Akatsi,Harare,Urban,3082,AkHa00165224,2021/02/18 13:13,1,0,10,,,,,,tap_in_home_broken,996,13,Thursday,2.33,88.33,9.34
AkHa00166,5 Abyei Avenue,Akatsi,Harare,Urban,59510,AkHa00166224,2023/06/30 09:06,1,0,40,,,,,,tap_in_home_broken,522,9,Friday,7.69,78.97,13.33
AkHa00167,19 Abyei Avenue,Akatsi,Harare,Urban,47149,AkHa00167224,2022/12/16 16:50,1,0,32,2022/12/19 16:50,Clean,0.0455358,8.12398e-05,Clean,well,176,16,Friday,7.14,68.83,24.03
AkHa00168,21 Abyei Avenue,Akatsi,Harare,Urban,56724,AkHa00168224,2023/05/17 09:01,1,0,6,,,,,,tap_in_home_broken,830,9,Wednesday,4.47,88.62,6.91
AkHa00169,44 Abyei Avenue,Akatsi,Harare,Urban,12408,AkHa00169224,2021/07/08 12:36,1,0,28,,,,,,tap_in_home,618,12,Thursday,2.76,88.95,8.29
AkHa00170,48 Abyei Avenue,Akatsi,Harare,Urban,31011,AkHa00170224,2022/04/19 12:32,1,0,8,,,,,,tap_in_home_broken,992,12,Tuesday,4.84,85.08,10.08
AkHa00171,60 Abyei Avenue,Akatsi,Harare,Urban,35014,AkHa00171224,2022/06/17 09:44,1,0,8,,,,,,tap_in_home,492,9,Friday,6.90,74.48,18.62
AkHa00172,52 Abyei Avenue,Akatsi,Harare,Urban,41191,AkHa00172224,2022/09/16 15:15,1,0,48,2022/09/19 15:15,Inorganic contaminants: Barium,1.40897,0,Contaminated: Chemical,well,398,15,Friday,8.97,77.56,13.46
AkHa00173,36 Abyei Avenue,Akatsi,Harare,Urban,54788,AkHa00173224,2023/04/17 16:55,1,0,36,,,,,,tap_in_home,838,16,Monday,6.75,50.92,42.33
AkHa00174,38 Abyei Avenue,Akatsi,Harare,Urban,31073,AkHa00174224,2022/04/20 10:40,1,0,5,2022/04/23 10:40,"Inorganic contaminants: Chromium, Selenium",7.4507,0,Contaminated: Chemical,well,360,10,Wednesday,3.97,90.48,5.56
AkHa00175,54 Abyei Avenue,Akatsi,Harare,Urban,39519,AkHa00175224,2022/08/23 12:26,1,0,24,2022/08/26 12:26,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,280,12,Tuesday,4.89,87.50,7.61
AkHa00176,53 Abyei Avenue,Akatsi,Harare,Urban,42672,AkHa00176224,2022/10/10 11:44,1,0,42,,,,,,tap_in_home,750,11,Monday,8.92,73.89,17.20
AkHa00177,37 Abyei Avenue,Akatsi,Harare,Urban,53552,AkHa00177224,2023/03/29 12:42,1,0,2,2023/04/01 12:42,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,270,12,Wednesday,5.41,83.24,11.35
AkHa00178,33 Abyei Avenue,Akatsi,Harare,Urban,58069,AkHa00178224,2023/06/07 13:16,1,0,12,,,,,,tap_in_home_broken,528,13,Wednesday,4.55,90.00,5.45
AkHa00179,39 Abyei Avenue,Akatsi,Harare,Urban,3258,AkHa00179224,2021/02/22 11:11,1,0,28,2021/02/25 11:11,"Inorganic contaminants: Barium, Copper",4.25479,0,Contaminated: Chemical,well,210,11,Monday,5.41,87.16,7.43
AkHa00180,18 Abyei Avenue,Akatsi,Harare,Urban,45976,AkHa00180224,2022/11/30 10:30,1,9,10,,,,,,river,638,10,Wednesday,9.09,76.92,13.99
AkHa00181,69 Abyei Avenue,Akatsi,Harare,Urban,58756,AkHa00181224,2023/06/19 09:57,1,0,32,2023/06/22 09:57,Clean,0.0892233,3.43627e-07,Clean,well,388,9,Monday,7.84,74.51,17.65
AkHa00182,4 Abyei Avenue,Akatsi,Harare,Urban,32262,AkHa00182224,2022/05/06 13:27,1,0,40,2022/05/09 13:27,"Inorganic contaminants: Cadmium, Cadmium, Arsenic",4.64811,0,Contaminated: Chemical,well,204,13,Friday,4.02,87.36,8.62
AkHa00183,41 Abyei Avenue,Akatsi,Harare,Urban,37723,AkHa00183224,2022/07/26 15:19,1,0,40,,,,,,tap_in_home,922,15,Tuesday,9.38,71.09,19.53
AkHa00184,43 Abyei Avenue,Akatsi,Harare,Urban,39902,AkHa00184224,2022/08/29 14:49,1,0,42,2022/09/01 14:49,Clean,0.0316523,3.02315e-05,Clean,well,388,14,Monday,3.61,87.55,8.84
AkHa00185,64 Abyei Avenue,Akatsi,Harare,Urban,40386,AkHa00185224,2022/09/05 13:09,1,0,18,2022/09/08 13:09,Clean,0.0374402,3.57848e-05,Clean,well,256,13,Monday,3.76,85.45,10.80
AkHa00186,22 Abyei Avenue,Akatsi,Harare,Urban,29951,AkHa00186224,2022/04/01 12:33,1,0,5,2022/04/04 12:33,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological,well,214,12,Friday,9.66,82.07,8.28
AkHa00187,13 Abyei Avenue,Akatsi,Harare,Urban,35411,AkHa00187224,2022/06/22 12:55,1,0,28,2022/06/25 12:55,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,276,12,Wednesday,5.83,87.92,6.25
AkHa00188,30 Abyei Avenue,Akatsi,Harare,Urban,45116,AkHa00188224,2022/11/16 16:12,1,22,4,,,,,,river,676,16,Wednesday,4.29,69.64,26.07
AkHa00189,25 Abyei Avenue,Akatsi,Harare,Urban,52846,AkHa00189224,2023/03/20 14:05,1,0,38,2023/03/23 14:05,Clean,0.0783075,1.72492e-05,Clean,well,234,14,Monday,3.40,91.91,4.68
AkHa00190,17 Abyei Avenue,Akatsi,Harare,Urban,5189,AkHa00190224,2021/03/23 10:51,1,0,36,,,,,,tap_in_home,516,10,Tuesday,4.76,84.13,11.11
AkHa00191,46 Abyei Avenue,Akatsi,Harare,Urban,22366,AkHa00191224,2021/12/07 12:10,1,0,1,,,,,,tap_in_home,666,12,Tuesday,3.11,84.00,12.89
AkHa00192,47 Abyei Avenue,Akatsi,Harare,Urban,47338,AkHa00192224,2022/12/20 14:27,1,0,28,,,,,,tap_in_home,772,14,Tuesday,5.41,85.81,8.78
AkHa00193,9 Abyei Avenue,Akatsi,Harare,Urban,25090,AkHa00193224,2022/01/18 10:18,1,0,8,,,,,,tap_in_home_broken,600,10,Tuesday,5.51,88.98,5.51
AkHa00194,42 Abyei Avenue,Akatsi,Harare,Urban,14436,AkHa00194224,2021/08/09 11:41,1,0,24,2021/08/12 11:41,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,378,11,Monday,3.37,87.27,9.36
AkHa00195,20 Abyei Avenue,Akatsi,Harare,Urban,21572,AkHa00195224,2021/11/24 14:58,1,0,2,,,,,,tap_in_home_broken,608,14,Wednesday,5.23,83.66,11.11
AkHa00196,11 Abyei Avenue,Akatsi,Harare,Urban,51146,AkHa00196224,2023/02/21 12:48,1,0,12,2023/02/24 12:48,Clean,0.0195581,8.78417e-05,Clean,well,276,12,Tuesday,6.19,85.71,8.10
AkHa00197,14 Abyei Avenue,Akatsi,Harare,Urban,9728,AkHa00197224,2021/05/31 13:33,1,0,16,2021/06/03 13:33,Clean,0.0618154,6.3648e-05,Clean,well,222,13,Monday,5.99,86.64,7.37
AkHa00198,61 Abyei Avenue,Akatsi,Harare,Urban,30275,AkHa00198224,2022/04/06 16:33,1,0,2,2022/04/09 16:33,"Inorganic contaminants: Cadmium, Copper, Zinc, Silver",8.41307,0,Contaminated: Chemical,well,398,16,Wednesday,3.20,70.00,26.80
AkHa00199,56 Abyei Avenue,Akatsi,Harare,Urban,37866,AkHa00199224,2022/07/28 12:30,1,0,5,2022/07/31 12:30,Inorganic contaminants: Mercury,5.35981,0,Contaminated: Chemical,well,282,12,Thursday,5.61,86.73,7.65
AkHa00200,6 Abyei Avenue,Akatsi,Harare,Urban,32128,AkHa00200224,2022/05/05 09:43,1,0,5,,,,,,tap_in_home,858,9,Thursday,6.19,79.52,14.29
AkHa00201,68 Abyei Avenue,Akatsi,Harare,Urban,7225,AkHa00201224,2021/04/23 12:44,1,0,2,,,,,,tap_in_home,622,12,Friday,4.32,81.48,14.20
AkHa00202,50 Abyei Avenue,Akatsi,Harare,Urban,49912,AkHa00202224,2023/01/30 16:06,1,23,5,,,,,,shared_tap,1600,16,Monday,2.80,72.43,24.77
AkHa00203,1 Abyei Avenue,Akatsi,Harare,Urban,51164,AkHa00203224,2023/02/21 15:02,1,0,42,,,,,,tap_in_home,748,15,Tuesday,5.52,88.95,5.52
AkHa00204,8 Abyei Avenue,Akatsi,Harare,Urban,4095,AkHa00204224,2021/03/05 12:21,1,0,3,2021/03/08 12:21,Clean,0.0284307,1.33943e-06,Clean,well,372,12,Friday,5.08,90.62,4.30
AkHa00205,70 Abyei Avenue,Akatsi,Harare,Urban,33927,AkHa00205224,2022/06/01 16:19,1,0,36,2022/06/04 16:19,"Inorganic contaminants: Mercury, Zinc, Selenium, Chromium",2.42591,0,Contaminated: Chemical,well,254,16,Wednesday,2.66,82.45,14.89
AkHa00206,55 Abyei Avenue,Akatsi,Harare,Urban,28307,AkHa00206224,2022/03/09 13:24,1,0,34,2022/03/12 13:24,Clean,0.0308623,8.75416e-05,Clean,well,230,13,Wednesday,5.49,88.24,6.27
AkHa00207,12 Abyei Avenue,Akatsi,Harare,Urban,57091,AkHa00207224,2023/05/23 12:04,1,0,30,2023/05/26 12:04,Inorganic contaminants: Cadmium,3.72481,0,Contaminated: Chemical,well,184,12,Tuesday,5.12,88.58,6.30
AkHa00208,57 Abyei Avenue,Akatsi,Harare,Urban,42439,AkHa00208224,2022/10/06 09:30,1,0,7,2022/10/09 09:30,"Inorganic contaminants: Silver, Arsenic, Mercury, Zinc",8.91068,0,Contaminated: Chemical,well,174,9,Thursday,4.20,85.11,10.69
AkHa00209,65 Abyei Avenue,Akatsi,Harare,Urban,155,AkHa00209224,2021/01/05 11:52,1,0,30,,,,,,tap_in_home,584,11,Tuesday,5.03,80.40,14.57
AkHa00210,35 Abyei Avenue,Akatsi,Harare,Urban,39160,AkHa00210224,2022/08/17 10:35,1,0,42,2022/08/20 10:35,Bacteria: E. coli,0,42.6439,Contaminated: Biological,well,178,10,Wednesday,6.13,80.66,13.21
AkHa00211,27 Abyei Avenue,Akatsi,Harare,Urban,46136,AkHa00211224,2022/12/02 10:14,1,0,40,,,,,,tap_in_home,546,10,Friday,4.91,89.73,5.36
AkHa00212,23 Abyei Avenue,Akatsi,Harare,Urban,27245,AkHa00212224,2022/02/21 11:19,1,0,48,2022/02/24 11:19,Inorganic contaminants: Arsenic,6.47703,0,Contaminated: Chemical,well,308,11,Monday,5.33,82.00,12.67
AkHa00213,16 Abyei Avenue,Akatsi,Harare,Urban,42527,AkHa00213224,2022/10/07 09:22,1,0,14,,,,,,tap_in_home_broken,730,9,Friday,8.48,85.45,6.06
AkHa00214,29 Abyei Avenue,Akatsi,Harare,Urban,30484,AkHa00214224,2022/04/11 10:20,1,0,32,,,,,,tap_in_home_broken,374,10,Monday,7.59,85.44,6.96
AkHa00215,31 Abyei Avenue,Akatsi,Harare,Urban,12485,AkHa00215224,2021/07/09 11:35,1,0,10,2021/07/12 11:35,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological,well,324,11,Friday,3.98,86.28,9.73
AkHa00216,67 Abyei Avenue,Akatsi,Harare,Urban,3327,AkHa00216224,2021/02/23 09:27,1,0,24,,,,,,tap_in_home,312,9,Tuesday,6.70,83.93,9.38
AkHa00217,49 Abyei Avenue,Akatsi,Harare,Urban,13412,AkHa00217224,2021/07/23 11:48,1,0,30,2021/07/26 11:48,"Inorganic contaminants: Lead, Silver, Barium, Zinc",2.54566,0,Contaminated: Chemical,well,304,11,Friday,10.34,75.00,14.66
AkHa00218,34 Abyei Avenue,Akatsi,Harare,Urban,34715,AkHa00218224,2022/06/14 09:51,1,0,28,,,,,,tap_in_home,342,9,Tuesday,2.48,90.59,6.93
AkHa00219,62 Abyei Avenue,Akatsi,Harare,Urban,34911,AkHa00219224,2022/06/16 09:00,1,0,30,2022/06/19 09:00,Clean,0.0151666,2.57823e-06,Clean,well,378,9,Thursday,6.86,84.80,8.33
AkHa00220,7 Miriam Makeba Way,Akatsi,Harare,Urban,19588,AkHa00220224,2021/10/26 14:18,1,0,16,,,,,,tap_in_home,820,14,Tuesday,3.61,91.24,5.15
